task_id	process	realtime	%cpu	rss	rchar	wchar	read_bytes	write_bytes	workdir	name
17	NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE	5000	185.3	212779008	103118415	71162659	0	7729152	/storage/nf-core/exec/nextflow_workflow_tracer/work/8b/def957476a0710ba6398ec189ba89e	NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (OSMOTIC_STRESS_T150_SE_REP1_T1)
26	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BWA_MEM	2000	196.6	114282496	52355291	32001492	0	6078464	/storage/nf-core/exec/nextflow_workflow_tracer/work/70/86961fc0e5e8ae430c2d74b87f006e	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BWA_MEM (OSMOTIC_STRESS_T100_SE_REP1_T1)
25	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BWA_MEM	2000	197.4	95514624	52694720	32314884	0	6049792	/storage/nf-core/exec/nextflow_workflow_tracer/work/aa/cf10768f628d90c23685623fab99b8	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BWA_MEM (OSMOTIC_STRESS_T100_SE_REP2_T1)
22	NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE	12000	202.0	216838144	262535882	210358562	0	25575424	/storage/nf-core/exec/nextflow_workflow_tracer/work/64/248b5e4a0c263cd15882ff1d1e0f89	NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (OSMOTIC_STRESS_T15_PE_REP1_T2)
11	NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE	14000	178.6	266416128	261523245	209635069	0	25243648	/storage/nf-core/exec/nextflow_workflow_tracer/work/4d/c154600d9da17ac7cc7be22d604abf	NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (OSMOTIC_STRESS_T0_PE_REP2_T1)
9	NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE	13000	175.1	235307008	259682080	207799468	0	25059328	/storage/nf-core/exec/nextflow_workflow_tracer/work/b9/0ce867c9e414d7abd94e03127e2e74	NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (OSMOTIC_STRESS_T0_PE_REP1_T1)
27	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BWA_MEM	2000	196.0	114098176	52406164	31909138	0	6049792	/storage/nf-core/exec/nextflow_workflow_tracer/work/66/11ca031df28950323b30747ca7a200	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BWA_MEM (OSMOTIC_STRESS_T150_SE_REP1_T2)
30	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT	0	202.1	33980416	6182477	4271041	0	4276224	/storage/nf-core/exec/nextflow_workflow_tracer/work/66/b89bbddbdfd4bfabe2d83605af657c	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (OSMOTIC_STRESS_T100_SE_REP1_T1)
28	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BWA_MEM	2000	195.4	116510720	53063601	32491571	4096	6074368	/storage/nf-core/exec/nextflow_workflow_tracer/work/4c/b61470cf30f0bfcde62209063c8c75	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BWA_MEM (OSMOTIC_STRESS_T150_SE_REP1_T1)
29	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT	0	198.3	27914240	6154179	4090799	0	4096000	/storage/nf-core/exec/nextflow_workflow_tracer/work/7e/b5f806d8bbcfff616e0f8cabd413a7	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (OSMOTIC_STRESS_T100_SE_REP2_T1)
21	NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE	12000	199.2	188964864	266946184	214730622	0	25866240	/storage/nf-core/exec/nextflow_workflow_tracer/work/7b/582db738d1f33c955a180551b374e5	NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (OSMOTIC_STRESS_T15_PE_REP1_T1)
33	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BWA_MEM	4000	198.4	159150080	86099544	66566669	0	11931648	/storage/nf-core/exec/nextflow_workflow_tracer/work/16/da6d0afd30e7e18b5b3fc6153a86e0	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BWA_MEM (OSMOTIC_STRESS_T0_PE_REP1_T1)
31	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BWA_MEM	4000	197.9	158306304	86410522	66701192	0	12038144	/storage/nf-core/exec/nextflow_workflow_tracer/work/7c/93d4f1696727b10acdee1af9fe2cb5	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BWA_MEM (OSMOTIC_STRESS_T15_PE_REP1_T2)
32	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BWA_MEM	4000	197.9	178229248	86779636	67384948	0	12128256	/storage/nf-core/exec/nextflow_workflow_tracer/work/d5/299889f7a382558ad8245968bf79e3	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BWA_MEM (OSMOTIC_STRESS_T0_PE_REP2_T1)
36	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX	0	133.3	7045120	4380083	18271	0	24576	/storage/nf-core/exec/nextflow_workflow_tracer/work/52/1f7b2dd5d45fe4db38b463fa5df5d0	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (OSMOTIC_STRESS_T100_SE_REP1_T1)
35	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT	0	200.6	37429248	6179509	4328885	0	4333568	/storage/nf-core/exec/nextflow_workflow_tracer/work/af/0281d740992546a712763489ba5745	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (OSMOTIC_STRESS_T150_SE_REP1_T1)
34	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT	0	200.3	34181120	6155526	4409337	0	4415488	/storage/nf-core/exec/nextflow_workflow_tracer/work/c0/90a918e82e5a792a4affe23c7d6207	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (OSMOTIC_STRESS_T150_SE_REP1_T2)
37	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX	0	132.4	6987776	4199841	19119	0	24576	/storage/nf-core/exec/nextflow_workflow_tracer/work/50/a5da9ef87c57d6719c4d2e53657041	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (OSMOTIC_STRESS_T100_SE_REP2_T1)
38	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BWA_MEM	4000	199.0	180670464	87701306	68131805	0	12324864	/storage/nf-core/exec/nextflow_workflow_tracer/work/ba/d83dd2cf2c6f1228ccc9a4b9df7b43	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BWA_MEM (OSMOTIC_STRESS_T15_PE_REP1_T1)
40	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT	0	208.3	27873280	12228754	8584406	0	8593408	/storage/nf-core/exec/nextflow_workflow_tracer/work/1b/5854020e7546876f5b3a0b6a1fc4c7	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (OSMOTIC_STRESS_T0_PE_REP2_T1)
39	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT	1000	215.0	34877440	12137247	9056881	0	9064448	/storage/nf-core/exec/nextflow_workflow_tracer/work/46/a3dc2e65afc544dfa5ed82fc817587	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (OSMOTIC_STRESS_T15_PE_REP1_T2)
41	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT	1000	214.3	36032512	12022216	8711908	0	8720384	/storage/nf-core/exec/nextflow_workflow_tracer/work/59/d01b4d682003f6eefb48114aa7b68d	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (OSMOTIC_STRESS_T0_PE_REP1_T1)
42	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX	0	142.8	7077888	4437928	16671	0	20480	/storage/nf-core/exec/nextflow_workflow_tracer/work/ac/3b73daad6d9b8c9572fbc6f6e30186	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (OSMOTIC_STRESS_T150_SE_REP1_T1)
43	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX	0	131.0	6807552	4518380	16696	0	20480	/storage/nf-core/exec/nextflow_workflow_tracer/work/2e/39ffb7aa88ed44863a189e46affa1e	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (OSMOTIC_STRESS_T150_SE_REP1_T2)
44	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT	0	207.5	33263616	12424716	9012980	0	9023488	/storage/nf-core/exec/nextflow_workflow_tracer/work/e2/be121f0b5bf2ad7e29993b6af11509	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (OSMOTIC_STRESS_T15_PE_REP1_T1)
45	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX	0	129.1	6881280	8693440	16608	0	20480	/storage/nf-core/exec/nextflow_workflow_tracer/work/4b/44117a0811ee5ea4c585bfd8549d7b	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (OSMOTIC_STRESS_T0_PE_REP2_T1)
47	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX	0	119.1	6807552	8820942	15088	0	20480	/storage/nf-core/exec/nextflow_workflow_tracer/work/bc/58f1b28a588e1f344b520989b71fca	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (OSMOTIC_STRESS_T0_PE_REP1_T1)
46	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX	0	142.6	6918144	9165917	15736	0	20480	/storage/nf-core/exec/nextflow_workflow_tracer/work/ee/360678926ba91e79b911700c1edde8	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (OSMOTIC_STRESS_T15_PE_REP1_T2)
48	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX	0	159.6	6905856	9122018	15608	0	20480	/storage/nf-core/exec/nextflow_workflow_tracer/work/52/c6ece31228825effda7b7b45698540	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (OSMOTIC_STRESS_T15_PE_REP1_T1)
53	NFCORE_ATACSEQ:ATACSEQ:PICARD_MERGESAMFILES_LIBRARY	4000	157.4	211701760	36734251	18871044	0	19693568	/storage/nf-core/exec/nextflow_workflow_tracer/work/98/fd965a0dedac945183a98f6e235574	NFCORE_ATACSEQ:ATACSEQ:PICARD_MERGESAMFILES_LIBRARY (OSMOTIC_STRESS_T15_PE_REP1)
50	NFCORE_ATACSEQ:ATACSEQ:PICARD_MERGESAMFILES_LIBRARY	1000	190.0	8396800	8696698	820	0	98304	/storage/nf-core/exec/nextflow_workflow_tracer/work/79/7c5286c9546a62702d06f1f9f84a40	NFCORE_ATACSEQ:ATACSEQ:PICARD_MERGESAMFILES_LIBRARY (OSMOTIC_STRESS_T100_SE_REP2)
52	NFCORE_ATACSEQ:ATACSEQ:PICARD_MERGESAMFILES_LIBRARY	1000	189.1	14237696	8696635	820	0	106496	/storage/nf-core/exec/nextflow_workflow_tracer/work/59/1e897780c9461faf7462dccaf84959	NFCORE_ATACSEQ:ATACSEQ:PICARD_MERGESAMFILES_LIBRARY (OSMOTIC_STRESS_T0_PE_REP2)
54	NFCORE_ATACSEQ:ATACSEQ:PICARD_MERGESAMFILES_LIBRARY	1000	191.4	14209024	8696588	820	0	118784	/storage/nf-core/exec/nextflow_workflow_tracer/work/49/ae03ccd5f826a213eefc2206fb1170	NFCORE_ATACSEQ:ATACSEQ:PICARD_MERGESAMFILES_LIBRARY (OSMOTIC_STRESS_T0_PE_REP1)
51	NFCORE_ATACSEQ:ATACSEQ:PICARD_MERGESAMFILES_LIBRARY	3000	180.8	171200512	27401957	9569641	0	9822208	/storage/nf-core/exec/nextflow_workflow_tracer/work/d7/b2ed64b01ef8b40ad68913b5c029dc	NFCORE_ATACSEQ:ATACSEQ:PICARD_MERGESAMFILES_LIBRARY (OSMOTIC_STRESS_T150_SE_REP1)
49	NFCORE_ATACSEQ:ATACSEQ:PICARD_MERGESAMFILES_LIBRARY	1000	176.1	14135296	8696687	820	0	118784	/storage/nf-core/exec/nextflow_workflow_tracer/work/28/9de965a027ae889e655df46895136d	NFCORE_ATACSEQ:ATACSEQ:PICARD_MERGESAMFILES_LIBRARY (OSMOTIC_STRESS_T100_SE_REP1)
64	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT	0	130.7	6971392	4518510	5460	0	12288	/storage/nf-core/exec/nextflow_workflow_tracer/work/9e/9768c9072fb60c43c103f17715affd	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (OSMOTIC_STRESS_T150_SE_REP1_T2)
62	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT	0	131.8	6955008	4438059	5460	0	12288	/storage/nf-core/exec/nextflow_workflow_tracer/work/2a/78e29107c70bf3ab17ec5609346d88	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (OSMOTIC_STRESS_T150_SE_REP1_T1)
59	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT	0	128.2	7036928	4199972	5460	0	12288	/storage/nf-core/exec/nextflow_workflow_tracer/work/24/c3152da39652eaef7fac81f6539eca	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (OSMOTIC_STRESS_T100_SE_REP2_T1)
55	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT	0	134.6	7073792	4380215	5461	0	12288	/storage/nf-core/exec/nextflow_workflow_tracer/work/ed/b170784411ad3c0d731c3c4fa6e7fe	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (OSMOTIC_STRESS_T100_SE_REP1_T1)
77	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT	0	132.4	6823936	9166047	5497	0	12288	/storage/nf-core/exec/nextflow_workflow_tracer/work/45/efe495cdac2e9ce5505d6684e00bb3	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (OSMOTIC_STRESS_T15_PE_REP1_T2)
58	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS	0	132.0	7393280	4200594	40456	0	45056	/storage/nf-core/exec/nextflow_workflow_tracer/work/cc/14ebb6c60e0b401329822f9778b113	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (OSMOTIC_STRESS_T100_SE_REP2_T1)
74	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS	0	154.8	3268608	129543	5322	0	12288	/storage/nf-core/exec/nextflow_workflow_tracer/work/2e/c420715a7673ff273bbdad529ae6d1	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (OSMOTIC_STRESS_T15_PE_REP1_T1)
78	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT	0	141.5	7000064	9122147	5497	0	12288	/storage/nf-core/exec/nextflow_workflow_tracer/work/39/2a15d90e11d38f907cad6e97d82d42	NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (OSMOTIC_STRESS_T15_PE_REP1_T1)
